COACHELLA_SENTIMENT,COACHELLA_YN,NAME,RETWEET_COUNT,TEXT,TWEET_COORD,TWEET_CREATED,TWEET_ID,TWEET_LOCATION,USER_TIMEZONE
positive,yes,jazmexno2,0,Id really love to go to #Coachella2015,,2015-01-06 15:57:00,5526150000000000,Paradise,
positive,yes,SussanMourad,0,"Line Up Announced, see you at @coachella!! #Coachella2015 #Coachella #coachellalineup http://t.co/OykriKFjwT",,2015-01-06 15:57:00,5526150000000000,Instagram: @SUSSAN_MOURAD,Sydney
positive,yes,Cassymm,0,The #Coachella2015 lineup is the beautiful thing I have ever seen.,"[30.64153898, -89.67195454]",2015-01-06 15:56:00,5526150000000000,OK | LA | MS ,
positive,yes,JoslynSinger,0,I'll be seeing you Coachella in April!!! #coachella2015 #vacation #musicjunkie,,2015-01-06 15:55:00,5526140000000000,The Windy City ,Central Time (US & Canada)
positive,yes,Mannyharlem,1,Proud of my friends @losrakas for landing #Coachella2015Humble and talented....the grind pays off!â€_ http://t.co/5u6V6tX8Xp,,2015-01-06 15:55:00,5526140000000000,"Harlem, New York",Eastern Time (US & Canada)
positive,yes,sound_em,2,RT @Sincerely_Kattt: The line up for #Coachella2015 is beautiful,,2015-01-06 15:55:00,5526140000000000,Radtown,Atlantic Time (Canada)
positive,yes,Sincerely_Kattt,2,The line up for #Coachella2015 is beautiful,,2015-01-06 15:53:00,5526140000000000,IG: ktlyasoundara,
positive,yes,thelazyones,1,RT @AJTWEETS: Erol Alkan all I'm really stoked about tbh #Coachella2015,,2015-01-06 15:53:00,5526140000000000,"Shoreditch, East London",London
positive,yes,jaylocsta37,1,"Drake, The Wknd, Action Bronson, Raekwon and Ghost, Ab-Soul, Florence and the machine, + many more! I'm pumped! #Coachella2015 we in there!!",,2015-01-06 15:53:00,5526140000000000,Chicago â†’Massachusetts,
positive,yes,Top5in5,0,Amazing line up for #Coachella2015 - #top5in5 will be there BRING IT http://t.co/I0HTAatT3X,,2015-01-06 15:52:00,5526140000000000,London,
positive,yes,laurenrenaepain,0,@coachella lineup is pretty sweet especially since two of my favourite producers @awonderdj and @DukeDumont are playing #Coachella2015,,2015-01-06 15:50:00,5526130000000000,your imagination ,Hawaii
positive,yes,MoonglowLounge,1,RT @FlowerChildHair: Ready for #Coachella? We're here to help! _ŸŒ¸_Ÿ’Å_Ÿ‘ŒFlower headbands &amp; hair tutorials at http://t.co/VYmQjnLi4F #Coachella2015,,2015-01-06 15:49:00,5526130000000000,USA,Central Time (US & Canada)
positive,yes,jamesyellett,0,#Coachella2015  - see you there! @SirAngusBlair #reunion,,2015-01-06 15:48:00,5526130000000000,Los Angeles,London
positive,yes,couturemermaid,0,I'm going to Coachella Weekend 1! Check out who I'm excited to see. #COACHELLA2015 http://t.co/Z0EZPqrkmN,,2015-01-06 15:48:00,5526130000000000,"La Jolla, CA",
positive,yes,FlowerChildHair,1,Ready for #Coachella? We're here to help! _ŸŒ¸_Ÿ’Å_Ÿ‘ŒFlower headbands &amp; hair tutorials at http://t.co/VYmQjnLi4F #Coachella2015,,2015-01-06 15:48:00,5526130000000000,,Pacific Time (US & Canada)
positive,yes,emmapilon,0,I wanna go so bad _Ÿ˜© #Coachella2015 http://t.co/L50BlzI5COâ€ù,"[42.42136607, -82.20279203]",2015-01-06 15:47:00,5526120000000000,,Atlantic Time (Canada)
positive,yes,bea__elizabeth,2,RT @GuyFieriaAF: Whose excited for coachella?? :)))) _Ÿ™Œ#Coachella2015 http://t.co/yVbz7DBz4C,,2015-01-06 15:43:00,5526110000000000,canada,Eastern Time (US & Canada)
positive,yes,TatinessEnt,0,"#Coachella2015 #DiscountTickets #OnDeck #PLUR #Drake #Kaskade 626-600-NESS (6377) ""@coachella: For those about to #RT http://t.co/0IfmRrFGG5","[34.2584653, -118.4324799]",2015-01-06 15:43:00,5526110000000000,LA...& soon the WORLD!,Pacific Time (US & Canada)
positive,yes,jaytrombetta,0,That #Coachella2015 lineup is absolutely insane,,2015-01-06 15:42:00,5526110000000000,"Adelaide, Australia",Adelaide
positive,yes,Bredollaz,0,All I See _Ÿ˜Œ_Ÿ˜ç #Coachella2015 http://t.co/FZCQnfKFg1,,2015-01-06 15:41:00,5526110000000000,,
positive,yes,xtrilliams,0,#6GOD and the @LILBTHEBASEDGOD http://t.co/fi9TjspzmT #PrayersAnswered #Coachella2015,,2015-01-06 15:40:00,5526110000000000,SYD âœˆ LON,London
positive,yes,RadiantEdits,0,"Omg #Coachella2015 AZEALIA, FKA, MARINA, LIGHTS _Ÿ‘è_Ÿ˜ç_Ÿ’•_Ÿ’•",,2015-01-06 15:39:00,5526110000000000,,Eastern Time (US & Canada)
positive,yes,jordansaweirdo,0,omg!! The Silver Hymen Flaps are gonna be playing! #Coachella2015,,2015-01-06 15:37:00,5526100000000000,Vegas,Eastern Time (US & Canada)
positive,yes,gio_la,0,Excited for my 10th @coachella who else is riding off into the desert...? #Coachella2015 http://t.co/EKpy93FK4T,,2015-01-06 15:37:00,5526100000000000,Hollywood_Los Angeles_CA,Pacific Time (US & Canada)
positive,yes,aangiepatricia,0,@julia_kirk46 ticket sales are tomorroww!!! #Coachella2015,,2015-01-06 15:36:00,5526100000000000,,Eastern Time (US & Canada)
positive,yes,real_yungdc,0,I got to get Tickets to #Coachella2015 because I've never been to it and perhaps I want to see Drake rap live it would be cool to see him,,2015-01-06 15:36:00,5526100000000000,,Central Time (US & Canada)
positive,yes,AJTWEETS,1,Erol Alkan all I'm really stoked about tbh #Coachella2015,,2015-01-06 15:35:00,5526090000000000,"Yogurtland, CA",Pacific Time (US & Canada)
positive,yes,alcaspaz,0,#Coachella2015 lineup doesn't look as appealing as its predecessors. Still good tho.,,2015-01-06 15:35:00,5526090000000000,HK,
positive,yes,MestizaRM,0,#OMG the #Coachella2015 line-up!! _Ÿ˜ƒ_Ÿ˜ƒ_Ÿ˜ƒ_Ÿ‘ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç #SoExcited _Ÿ‘è,,2015-01-06 15:34:00,5526090000000000,Southern CALIFORNIA,Pacific Time (US & Canada)
positive,yes,giuliathomm,0,I can't believe I get to finally see AC/DC live #coachella2015,,2015-01-06 15:34:00,5526090000000000,california,Arizona
positive,yes,aforayanna,0,"The lineup is here! #Coachella2015 http://t.co/oIF1IH87jS""Missing it again this year! _Ÿ˜•",,2015-01-06 15:34:00,5526090000000000,,
positive,yes,graydennise23,0,Just saw the list of AWESOME artists for this years Coachella festival!!! _Ÿ˜__Ÿ˜__Ÿ˜_ I WANNA GO!!! #Coachella2015 #fosterthepeople #nero,,2015-01-06 15:33:00,5526090000000000,"West Hartford, CT",Eastern Time (US & Canada)
positive,yes,liviecatty,0,Currently seeking someone to coachella with #Coachella2015,,2015-01-06 15:33:00,5526090000000000,TXSTâ™¡,Mountain Time (US & Canada)
positive,yes,nataly_andria,0,@eri_wiwi ha!!!! Let's do that for reaaaal!! Lets talk! #Coachella2015 #music #travel,,2015-01-06 15:33:00,5526090000000000,instagram: @nataly_andria,Greenland
positive,yes,TianaNiccoli,2,RT @shannonbugelli: Coachella is definitely on my bucket list. #Coachella2015,,2015-01-06 15:33:00,5526090000000000,,
positive,yes,TheArnold_SoM,0,Another festival season another year I don't feel old because I can read the bottom 2 lines and still recognize a band or two #Coachella2015,,2015-01-06 15:32:00,5526090000000000,"Austin, TX",Eastern Time (US & Canada)
positive,yes,realpplnews,0,People everywhere are getting their cassettes out to prepare for the #Coachella2015 line up.,,2015-01-06 15:32:00,5526090000000000,,Tijuana
positive,yes,Simone_Eternal,0,My moms over hear talking about going to #Coachella2015 lol _Ÿ˜‚ okay mom you ain't bout to go without me !!,,2015-01-06 15:31:00,5526080000000000,,Arizona
positive,yes,InstaSydney,0,_Ÿ‡º_Ÿ‡¸ _ŸŒ» looking forward to it #coachella2015 by chasingmili http://t.co/NqgZgTVhMY http://t.co/Gl7gpGBXQP,,2015-01-06 15:31:00,5526080000000000,,
positive,yes,foundedtoronto,22,RT @JAVPRECIO: Wahhhh!!!! AC/DC &amp; DEORRO at 2015 Coachella!!! #IsThisRealLife #coachella2015 http://t.co/MKVyMXMLU7,,2015-01-06 15:31:00,5526080000000000,"Toronto, Ontario",Eastern Time (US & Canada)
positive,yes,haleyzoll,0,"I literally just lost my breath #Coachella2015 some of my all time favorite musicians this yr, looks like im making my first trip back to CA",,2015-01-06 15:30:00,5526080000000000,let's get lost -- chi city,Central Time (US & Canada)
positive,yes,kmkrtchian,0,Coachella is gonna be so dopeeeee #Coachella2015,,2015-01-06 15:30:00,5526080000000000,,
positive,yes,Caro12Karen,0,I really want to go to #Coachella2015,,2015-01-06 15:27:00,5526070000000000,,Pacific Time (US & Canada)
positive,yes,theonlyalisha,0,"I'll take one #Coachella2015 ticket please, I shall see Drake!!",,2015-01-06 15:26:00,5526070000000000,,
positive,yes,Resegob,0,When I found out @MarinasDiamonds is performing at #Coachella2015 _Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜__Ÿ’•_Ÿ’__Ÿ’__Ÿ’•_Ÿ’__Ÿ’__Ÿ’__Ÿ’__Ÿ’__Ÿ’__Ÿ’__Ÿ’__Ÿ˜µ_Ÿ˜µ_Ÿ˜µ_Ÿ˜µ_ŸŒ¸_ŸŒ¸_ŸŒ¸_ŸŒ¸,,2015-01-06 15:26:00,5526070000000000,ohwell whatever nevermind,Athens
positive,yes,augiee23,0,so whoever would love to buy my ticket to #Coachella2015 I will love you long time and it would be fuckkn badass!!_Ÿ™Œ_Ÿ™Œ_Ÿ™Œ,,2015-01-06 15:25:00,5526070000000000,,
positive,yes,ottens_tom,0,"Most people at #Coachella2015: ""Who the fuck is #SteelyDan?""... Only the greatest band named after a vibrator EVER.",,2015-01-06 15:22:00,5526060000000000,"Fulton, Illinois",
positive,yes,gladester,0,"I feel like I'm going to be tweeting about @coachella way too much, but it's the most wonderful time of the year #Coachella2015",,2015-01-06 15:22:00,5526060000000000,,
positive,yes,thitt7,0,tru. still wanna go to #Coachella2015 tho http://t.co/o3nL0AVeRw,,2015-01-06 15:21:00,5526060000000000,,
positive,yes,Illegalchamps,0,Randomly want to go to #Coachella2015 in April,,2015-01-06 15:21:00,5526060000000000,U.K,
positive,yes,cabenator,0,#ACDC en #Coachella2015 can't wait!!!,"[20.6472084, -103.2985877]",2015-01-06 15:19:00,5526050000000000,,Eastern Time (US & Canada)
positive,yes,LexiAngerman,1,RT @JonelRabara: #Coachella2015 let's go people!!,,2015-01-06 15:19:00,5526050000000000,,Pacific Time (US & Canada)
positive,yes,mitchmarzuola,0,Jack White is going to bring out lil b at coachella #Coachella2015,,2015-01-06 15:18:00,5526050000000000,Texas,Central Time (US & Canada)
positive,yes,MoreTritones,0,You know where you'll find me Sunday night of @coachella ??? Not at Drake. #Coachella #Coachella2015 #totesobvi,,2015-01-06 15:17:00,5526050000000000,"Los Angeles, CA",Alaska
positive,yes,Ferny_69er,1,"RT @cperez_05: Kygo, Oliver Heldens, Porter Robinson, floss, all the edm acts are good #Coachella2015",,2015-01-06 15:16:00,5526050000000000,,
positive,yes,khaleesialex,0,Now everyone who can't go to Coachella sadly dreams of it. #Coachella2015,,2015-01-06 15:16:00,5526050000000000,,
positive,yes,sexxystephy,0,#nowplaying the official #coachella2015 playlist on @Spotify! Gearing up! _Ÿ˜ç_Ÿ™Œ_Ÿ”¥,"[33.49450223, -111.98688103]",2015-01-06 15:15:00,5526040000000000,Scottsdale,Pacific Time (US & Canada)
positive,yes,fernanda_token,0,@Interpol is playing at #Coachella2015? Now it's worth going _Ÿ˜_,,2015-01-06 15:15:00,5526040000000000,,Arizona
positive,yes,sexxystephy,0,Turn down for what? @coachella #coachella #Coachella2015 _Ÿ”¥_Ÿ”¥_Ÿ”¥,"[33.49416617, -111.98653668]",2015-01-06 15:14:00,5526040000000000,Scottsdale,Pacific Time (US & Canada)
positive,yes,HazemMT23,0,"I have to go to #Coachella2015, I mean look at the line up!! http://t.co/PdlfC63mfm",,2015-01-06 15:14:00,5526040000000000,Canada | Jordan | UAE,Atlantic Time (Canada)
positive,yes,Jennifer_Lee,0,â€œ@kaskade: â€œ@Forever21: The lineup is here! #Coachella2015 http://t.co/YiU2962s61â€ù Cue the flower headband display front + center!â€ù _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚,,2015-01-06 15:14:00,5526040000000000,wisconsin,Central Time (US & Canada)
positive,yes,JonelRabara,1,#Coachella2015 let's go people!!,,2015-01-06 15:14:00,5526040000000000,,Pacific Time (US & Canada)
positive,yes,Lauren_Ike,0,It. Is. ON!!! #coachella2015 #herewecome _Ÿ’ƒ #indiosnotready http://t.co/HQPpMeS3wO,,2015-01-06 15:14:00,5526040000000000,,Eastern Time (US & Canada)
positive,yes,tu_machado,0,Planning #Coachella2015! Who's coming with me?,,2015-01-06 15:13:00,5526040000000000,,Eastern Time (US & Canada)
positive,yes,McKenzieHild,0,Wishing I lived in America!!!! Coachea line up is too good AHHHHH #Coachella2015 #Coachella #ACDC,,2015-01-06 15:12:00,5526040000000000,,Yakutsk
positive,yes,isaiahcg95,0,Lets go to #Coachella2015,,2015-01-06 15:12:00,5526040000000000,,
positive,yes,Andrew_CaRRRlos,0,â€œ@Mher13: Coachella sounds like a perfect way to spend my refund. #collegefession  #nbd #Coachella2015â€ù Take me? _Ÿ’Å,,2015-01-06 15:10:00,5526030000000000,,
positive,yes,DHarris1089,1,Me n Bae are celebrating our one year anniversary at #Coachella2015 and Drake is headlining. We won.,,2015-01-06 15:09:00,5526030000000000,,
positive,yes,gabbisonn,0,HOLY SHIT #Coachella2015 http://t.co/zsMsKKk7k4,,2015-01-06 15:08:00,5526030000000000,Las Vegas,Pacific Time (US & Canada)
positive,yes,GypsyGoneGrunge,0,Yip. Commence hysterical sobbing now. #coachella2015 #lineup #awesome  #icanteven #meh #fomo http://t.co/CVgorjJHmM,,2015-01-06 15:08:00,5526030000000000,"Cape Town, South Africa",
positive,yes,DekoundGeschenk,0,http://t.co/HZHNMl00K2 http://t.co/A8Kcu1ZwXZâ€ù @coachella thanks @HungerMagazine for making us #hungryforcoachella #Coachella2015 #lineup,,2015-01-06 15:07:00,5526020000000000,,Bern
positive,yes,LohiaPavan,1,RT @Moe_Kwatra: It's alright #coachella2015 http://t.co/9JGbSfqm1B,,2015-01-06 15:06:00,5526020000000000,Orange County,
positive,yes,CannibalSense,1,west coast woodstock aka @coachella countdown begins. #Coachella2015 #CaliLife http://t.co/zFJJi0p9VX,,2015-01-06 15:06:00,5526020000000000,russian-bred san diegan.,Eastern Time (US & Canada)
positive,yes,SoKatChan,0,@KygoMusic Super excited to see you too! Can't wait to dance to some tropical house in the desert. #Coachella2015 #Firestone,,2015-01-06 15:05:00,5526020000000000,"San Francisco, CA",Pacific Time (US & Canada)
positive,yes,H0llySutherland,0,Drakes headlining #Coachella2015  and the weeknd gonna be there too.. Someone want to come to Cali for the summer?,,2015-01-06 15:04:00,5526020000000000,Scotland,Casablanca
positive,yes,carter_chapman_,0,The #Coachella2015 line up is so solid.,,2015-01-06 15:04:00,5526020000000000,            Oxford,Eastern Time (US & Canada)
positive,yes,drunkcollegekid,0,So excited to see #drake at #Coachella2015 I really hope he plays Started From the Bottom that song would be so cool to see live #sarcasm,,2015-01-06 15:03:00,5526010000000000,Los Angeles,Arizona
positive,yes,HannChizzle,1,I'm hyperventilating #Coachella2015 http://t.co/FbRYRastz8,,2015-01-06 15:02:00,5526010000000000,Louisiana ,Eastern Time (US & Canada)
positive,yes,CamUncensored,7,"RT @ThatDudeProtege: Idk why y'all are complaining, this is a great lineup. #Coachella2015 http://t.co/72fSwqxnA8",,2015-01-06 15:02:00,5526010000000000,,Pacific Time (US & Canada)
positive,yes,pegzkane,0,That Coachella line-up is actually too good! #Coachella2015,,2015-01-06 15:01:00,5526010000000000,"Bray, Ireland",Dublin
positive,yes,MicheKen,0,A must this year @coachella #UnrealLineUp #LottoTomorrow #Coachella2015,,2015-01-06 15:01:00,5526010000000000,,
positive,yes,Robsteneternity,0,"@coachella This year has some greats, not all greats. But who knows I most likely fall in love with a new band/singer #Coachella2015",,2015-01-06 15:00:00,5526010000000000,Dreamland,
positive,yes,ChecheVeliz,0,#FKATwigs and #stromae are only the tip of the iceberg! #Coachella2015,,2015-01-06 15:00:00,5526010000000000,Sonora,Alaska
positive,yes,jbalagot94,1,RT @charliejbull: Want to go to #Coachella2015 _Ÿ˜’,,2015-01-06 14:59:00,5526000000000000,,
positive,yes,Pallethechu,0,It's probably every artists dream to be on a poster in size 22 font #Coachella2015,,2015-01-06 14:59:00,5526000000000000,,Central Time (US & Canada)
positive,yes,SashaLane,0,omg #Coachella2015 - can't wait! http://t.co/APoAZ24tyB,,2015-01-06 14:59:00,5526000000000000,New York City,Central Time (US & Canada)
positive,yes,miss_vee28,0,COACHELLA could not be here soon enough!! This lineup is INCREDIBLE!!!!_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç #coachella2015 #cantwait http://t.co/KP20RA9IWN,,2015-01-06 14:58:00,5526000000000000,LA,
positive,yes,Dekashoko,1,have a song from one of my favourite bands. i would go to #Coachella2015 and brave the hipsters just for them. https://t.co/Goi0zWvhfJ,,2015-01-06 14:58:00,5526000000000000,England,London
positive,yes,jessicakleigh,0,#bucketlist #Coachella2015 NEED TO DO THIS!,,2015-01-06 14:58:00,5526000000000000,Essexian,London
positive,yes,namaas_tay,0,Would be worth it just to see AC/DC live  #Coachella2015,,2015-01-06 14:57:00,5526000000000000,Minnesota,
positive,yes,GabiKantarovich,0,So happy I bought my @coachella weekend 2 passes_Ÿ˜_âù_ï¸èâù_ï¸èâù_ï¸è #Coachella2015 #Coachella #presale #ThankYou,,2015-01-06 14:57:00,5526000000000000,,
positive,yes,dance4u91,0,im trynna break my Coachella virginity #Coachella2015,,2015-01-06 14:56:00,5526000000000000,where the wild things are,
positive,yes,stheart,6,"What does The Weeknd, Jack White, Circa Survive, Lykke Li, Ratatat, &amp; Brand New have in common? Awesomeness at #Coachella2015",,2015-01-06 14:56:00,5526000000000000,DETROIT,Central Time (US & Canada)
positive,yes,MarkReardonKMOX,1,OK music fans...the #Coachella2015 lineup is out! http://t.co/xLU20Ky9Pl,,2015-01-06 14:55:00,5525990000000000,"St. Louis, MO",Central Time (US & Canada)
positive,yes,Caramshall,0,"Steely Dan and AC/DC at #Coachella2015. Showing my age, but this is a f***ing awesome line up",,2015-01-06 14:55:00,5525990000000000,London,Hawaii
positive,yes,andrewbucket,0,Craig t nelsons gonna headline !!! #Coachella2015 http://t.co/OEdvhUQreo,,2015-01-06 14:54:00,5525990000000000,,Central Time (US & Canada)
positive,yes,Erikaddiction,0,omggggggg i'm so happy for @LosRakas #Coachella2015,,2015-01-06 14:54:00,5525990000000000,In your stomach. ,Paris
positive,yes,Corinnaabobina,0,CAN IT BE TOMORROW SO I CAN JUST BUY THIS TICKET @anissaadame my heart can't take it!!! #Coachella2015,,2015-01-06 14:54:00,5525990000000000,,Central Time (US & Canada)
positive,yes,ThatEricSamayoa,0,Photo: 3 years strong! I canâ€™t wait for this itâ€™s gonna be amazing!!!! #Coachella2015 #CampGrime... http://t.co/wJ1kTG7BKW,,2015-01-06 14:53:00,5525990000000000,"San Leandro, CA",Pacific Time (US & Canada)
positive,yes,ThatEricSamayoa,0,3 years strong! I can't wait for this it's gonna be amazing!!!! #Coachella2015 #CampGrime #WhereAreYou http://t.co/Hzj0k5K7yo,,2015-01-06 14:53:00,5525990000000000,"San Leandro, CA",Pacific Time (US & Canada)
positive,yes,evy10navarro,0,Never been a crazy Coachella fan but this lineup is fuckjng incredible _Ÿ˜«_Ÿ˜«_Ÿ˜«_Ÿ˜« my fucking birthday weekend !!! #weeknd #kaskade #coachella2015,,2015-01-06 14:53:00,5525990000000000,,
positive,yes,Killuminati400,0,Coachella fest this year gonna have Drake and The Weeknd _Ÿ‘Œ glad I'm working it again this year #Coachella2015 #TopFlightSecurityOfTheWorld,,2015-01-06 14:52:00,5525990000000000,"LA/PD,CA",Pacific Time (US & Canada)
positive,yes,GraybieBaybie,0,Super excited abt @FKAtwigs !!! #Coachella2015,,2015-01-06 14:52:00,5525990000000000,,
positive,yes,adriaanvillaa4,0,"""We already got spring 2015 poppin""_ŸŒ´ #Drake #CoachellaFest #Coachella2015",,2015-01-06 14:52:00,5525990000000000,â˜† Cali Livin â˜†,Central Time (US & Canada)
positive,yes,GABE_02,2,RT @Francineeee_: I'll be 21 this time around for #Coachella2015 _Ÿ˜è,,2015-01-06 14:52:00,5525990000000000,,Alaska
positive,yes,Br1DgetD,0,OH MY GOD @george_ezra IS PLAYING COACHELLA????!!!!!!????? YESSSSSSSS!!!!! i cant go. BOT OMG YAY THAT IS SO EXCITING!! &lt;3 &lt;3 #Coachella2015,,2015-01-06 14:51:00,5525980000000000,,
positive,yes,jayv1974,0,#Coachella2015 is this a festival full of Basketball Coaches?,,2015-01-06 14:51:00,5525980000000000,Poughkeepsie NY,Eastern Time (US & Canada)
positive,yes,_TeresaYvonnee,0,Screw EDC take me to COACHELLA_Ÿ˜__Ÿ™Œ #coachella2015 #cali http://t.co/WlZ53r7HF6,,2015-01-06 14:51:00,5525980000000000,,Mountain Time (US & Canada)
positive,yes,BrevesAuFeminin,1,#Repost @kenzasmg One day i'll go ! #coachella #coachella2015 coachella http://t.co/fL9MyFfdQs,,2015-01-06 14:50:00,5525980000000000,Nantes,
positive,yes,DanOVegas,0,"With #ACDC and #SteelyDan playing #Coachella, #Vegas anxiously awaits the usual Sin City overflow show!@acdc @SteelyDanSays #Coachella2015",,2015-01-06 14:50:00,5525980000000000,"Las Vegas, NV ",Pacific Time (US & Canada)
positive,yes,BryceParker_,0,Once I saw @FLOSSTRADAMUS and @keysnkrates I was sold #Coachella2015,,2015-01-06 14:49:00,5525980000000000,"Appleton, Wisconsin",Eastern Time (US & Canada)
positive,yes,Malakx3,0,#Coachella2015 Lineup _Ÿ˜ç_Ÿ˜ç http://t.co/NeAvyHfUR0,,2015-01-06 14:48:00,5525980000000000,Tomorrowland,Quito
positive,yes,CrimsonThi9hs,0,"Steely Dan at Coachella?! Move over AC/DC, give me some jazz rock. #Coachella2015",,2015-01-06 14:47:00,5525970000000000,Newfoundland,Atlantic Time (Canada)
positive,yes,raphaelphoto,1,RT @JackieJohnsonLA: #JackWhite &amp; @Hozier playing @coachella same day?! Not sure if I can handle that much awesomeness in one day. So excitâ€_,,2015-01-06 14:47:00,5525970000000000,SoCal,Pacific Time (US & Canada)
positive,yes,niggaaroachh,0,"Interpol, I'm going for Interpol... #Coachella2015",,2015-01-06 14:47:00,5525970000000000,LA,
positive,yes,LionelKitt,1,"RT @Mhuky: Even if you're written in small font, the fact that you're on the #Coachella2015 list must be _Ÿ‘Œ",,2015-01-06 14:47:00,5525970000000000,The crucible of a Phoenix,Harare
positive,yes,HeatherBodkin,0,@TheRyanAdams I love turning people on to your music for the past 15 years #thankyou see you at #Coachella2015,,2015-01-06 14:47:00,5525970000000000,Philadelphia,Atlantic Time (Canada)
positive,yes,BrizzSquad,0,@Bailey_Taylorr @mariahpickett solid line up #Coachella2015,,2015-01-06 14:47:00,5525970000000000,,Pacific Time (US & Canada)
positive,yes,kimolah,1,"sooo whose coming w me to Indio, California ?? _Ÿ˜©_Ÿ˜© #Coachella2015 http://t.co/0hrpPGyOxP","[40.90426654, -75.03469879]",2015-01-06 14:47:00,5525970000000000,,Atlantic Time (Canada)
positive,yes,garbagegal2000,1,RT @Mher13: Coachella sounds like a perfect way to spend my refund. #collegefession  #nbd #Coachella2015,,2015-01-06 14:46:00,5525970000000000,tx|shsu ,Eastern Time (US & Canada)
positive,yes,daniicastillo13,0,This lineup is beautiful _Ÿ’˜_ŸŒˆ_Ÿ”¸_Ÿ”¶_Ÿ”¸_Ÿ˜ç #Coachella2015 http://t.co/D4AVbdkWIS,,2015-01-06 14:46:00,5525970000000000,#TexasEDMFamily IDFWUUUUU,
positive,yes,SimonCollins74,0,@acdc Ride @tameimpala @st_vincent and @SteelyDanSays on eclectic bill for #Coachella2015 - odd but good.,,2015-01-06 14:44:00,5525970000000000,"Perth, Australia",Perth
positive,yes,sjkwok89,0,Hyperventilating slightly!!! Who wants to come to COACHELLA with me?! #coachella2015 #Californiaâ€_ http://t.co/1qmZXvBg7B,,2015-01-06 14:43:00,5525960000000000,Singapore,
positive,yes,gixxergirl21,0,I want to go to coachella! Even if the only people I recognize on the lineup are Drake &amp; David Guetta lol #coachella #coachella2015 _Ÿ˜__Ÿ˜ù,"[0.0, 0.0]",2015-01-06 14:43:00,5525960000000000,"Tampa, Fl",Atlantic Time (Canada)
positive,yes,AishaAdventures,0,Steely Dan AND AC/DC tho... Be still my #fangirling heart #Coachella2015,"[0.0, 0.0]",2015-01-06 14:43:00,5525960000000000,the Question Lab,Mountain Time (US & Canada)
positive,yes,simplimiss,0,says; 93 days till #coachella2015 #jheeezeeeee #turnup,,2015-01-06 14:42:00,5525960000000000,,
positive,yes,mattdotjpeg,0,@awonderdj CONGRATS ON #Coachella2015!,,2015-01-06 14:42:00,5525960000000000,,
positive,yes,murphykailee,0,I would do anything to go to #Coachella2015 _Ÿ˜©_Ÿ˜©_Ÿ˜©_Ÿ˜©,,2015-01-06 14:42:00,5525960000000000,,Eastern Time (US & Canada)
positive,yes,ValeriDodds,0,I just want to go to #Coachella2015 _Ÿ˜ç_Ÿ˜__Ÿ˜_,,2015-01-06 14:41:00,5525960000000000,topeka âœˆï¸è los angeles ,
positive,yes,Malakx3,0,Just found out that Axwell^Ingrosso are in the #Coachella2015 lineup @NadiaRx _Ÿ˜± http://t.co/NkQWPXZS9D,,2015-01-06 14:40:00,5525960000000000,Tomorrowland,Quito
positive,yes,TyeLeSueur,0,I can't wait to be the desert again _Ÿ_€_ŸŒµ #Coachella2015,,2015-01-06 14:40:00,5525960000000000,,Pacific Time (US & Canada)
positive,yes,LennonBilly,0,Oh my lord! #Coachella2015 is going to be amazing!,,2015-01-06 14:39:00,5525950000000000,,
positive,yes,bgeerz,0,I really want to go to #Coachella2015 but I really don't want to dress like a god damn moron for a weekend. #conundrums,,2015-01-06 14:39:00,5525950000000000,A Studebaker ,Quito
positive,yes,LATFUSA,1,#MUSIC lovers. @coachella 2015 LINEUP IS HERE: http://t.co/ipHNqHCiBA @Drake @LykkeLi @acdc @Hozier &amp; so many more! #Coachella2015,,2015-01-06 14:39:00,5525950000000000,"Los Angeles, CA",Pacific Time (US & Canada)
positive,yes,nataly_andria,0,Okay!! Really Need to plan the trip to #Coachella2015 this year!! Who's in?! Wanna see @ISO50 #MusicFestivals http://t.co/HVq363E7oT,,2015-01-06 14:38:00,5525950000000000,instagram: @nataly_andria,Greenland
positive,yes,Da_Cota89,0,@DesisaurusRexx I think I'm gonna keep my ticket _Ÿ˜†_Ÿ‘€ _Ÿ_˜ #Coachella2015,,2015-01-06 14:38:00,5525950000000000,,Eastern Time (US & Canada)
positive,yes,samcob,0,How do I Coachella and respect my wallet at the same time I gotta know â€œ@Forever21: The lineup is here #Coachella2015 http://t.co/YhqogEKjH6,,2015-01-06 14:37:00,5525950000000000,,Singapore
positive,yes,sianibaby,0,Can we all take a moment to really appreciate the #Coachella2015 line up please? #FOMO #thattimeofyearagain,,2015-01-06 14:37:00,5525950000000000,Swansea,London
positive,yes,101_alleinad,0,And the sadness starts _Ÿ˜__Ÿ”« #Coachella2015 http://t.co/wHnmunQKIO,,2015-01-06 14:37:00,5525950000000000,Hogwarts,Eastern Time (US & Canada)
positive,yes,Judahbflow,0,#Coachella2015 Im with it!!!!!!!!!!!!,,2015-01-06 14:37:00,5525950000000000,"Miami, FL",Eastern Time (US & Canada)
